Year,Make,Model,Condition,Price,Consumer_Rating,Consumer_Review_#,Exterior_Color,Interior_Color,Drivetrain,Fuel_Type,Transmission,Engine,VIN,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type,Model_Family,Vehicle_Age,Is_Hybrid,Region,MPG_City,MPG_Highway,MPG_Combined,Engine_Displacement_L,Engine_Cylinders,Price_Per_Mile,Has_Ratings
2023,Honda,HR-V EX-L,New,29540.0,5.0,2291,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC,3CZRZ1H75PM726815,5.0,4.0,5.0,4.0,5.0,5.0,5.0,TX,Dealer,HR-V,0,False,South,,,,2.0,4.0,,True
2023,Honda,Civic Sport,New,26940.0,3.9,187,Sonic Gray Pearl,Black,Front-wheel Drive,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC,19XFL2G81PE003144,2.0,,,,,,,KS,Dealer,Civic,0,False,Midwest,,,,2.0,4.0,,False
2023,Honda,CR-V EX,New,34241.0,4.9,3405,Radiant Red Metallic,Gray,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARS4H46PE007793,10.0,5.0,5.0,5.0,4.0,4.0,5.0,TX,Dealer,CR-V,0,False,South,,,,1.5,4.0,,True
2023,Honda,Passport TrailSport,New,45911.0,4.9,3405,Radiant Red Metallic II,Black,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNYF8H65PB002072,12.0,,,,,,,TX,Dealer,Passport,0,False,South,,,,3.5,6.0,,False
2023,Honda,Ridgeline RTL-E,New,48925.0,4.8,723,Modern Steel Metallic,Black,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F77PB006030,5.0,5.0,4.8,4.8,4.2,5.0,5.0,KS,Dealer,Ridgeline,0,False,Midwest,,,,3.5,6.0,,True
2022,Honda,Pilot Sport,New,41375.0,5.0,234,Black,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H31NB092957,2.0,5.0,5.0,5.0,5.0,5.0,5.0,MO,Dealer,Pilot,1,False,Midwest,19.0,26.0,22.5,3.5,6.0,,True
2022,Honda,Pilot EX-L,New,46527.0,4.8,602,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H5XNB038617,9.0,5.0,5.0,5.0,5.0,5.0,5.0,AR,Dealer,Pilot,1,False,South,20.0,27.0,23.5,3.5,6.0,,True
2022,Honda,Pilot Sport,New,41375.0,4.6,527,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H31NB090917,3.0,5.0,5.0,5.0,5.0,5.0,5.0,TX,Dealer,Pilot,1,False,South,19.0,26.0,22.5,3.5,6.0,,True
2023,Honda,CR-V Hybrid Sport Touring,New,39845.0,5.0,2231,Canyon,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,7FARS6H94PE001627,0.0,5.0,3.0,4.0,4.0,5.0,5.0,MN,Dealer,CR-V,0,True,Midwest,,,,2.0,4.0,,True
2023,Honda,HR-V Sport,New,28790.0,5.0,2352,Platinum White,Black,All-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3CZRZ2H5XPM701154,47.0,4.0,5.0,4.0,5.0,5.0,5.0,MN,Dealer,HR-V,0,False,Midwest,,,,2.0,4.0,,True
2022,Honda,Accord Sport SE,New,33560.0,5.0,3,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F47NA089017,3.0,5.0,5.0,5.0,5.0,5.0,5.0,LA,Dealer,Accord,1,False,South,29.0,35.0,32.0,1.5,4.0,,True
2022,Honda,Accord Sport 1.5T,New,32465.0,5.0,3,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F39NA113387,1.0,5.0,5.0,5.0,5.0,5.0,5.0,LA,Dealer,Accord,1,False,South,29.0,35.0,32.0,1.5,4.0,,True
2023,Honda,CR-V EX-L,New,36148.0,5.0,1516,Urban Gray Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS3H7XPH300064,6.0,5.0,5.0,5.0,4.0,4.0,5.0,LA,Dealer,CR-V,0,False,South,,,,1.5,4.0,,True
2023,Honda,Odyssey EX-L,New,42360.0,5.0,4978,Platinum White Pearl,Beige,Front-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNRL6H66PB035941,10.0,5.0,5.0,4.0,4.0,4.0,5.0,WI,Dealer,Odyssey,0,False,Midwest,,,,3.5,6.0,,True
2023,Honda,Pilot TrailSport,New,51845.0,4.1,522,Sky,Black,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI DOHC,5FNYG1H64PB003184,5.0,,,,,,,LA,Dealer,Pilot,0,False,South,,,,3.5,6.0,,False
2023,Honda,Ridgeline RTL-E,New,49320.0,4.8,1889,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F72PB001589,5.0,5.0,4.8,4.8,4.2,5.0,5.0,IL,Dealer,Ridgeline,0,False,Midwest,,,,3.5,6.0,,True
2023,Honda,Pilot Sport,New,43455.0,4.5,950,Platinum White,Black,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI DOHC,5FNYG1H32PB002069,4.0,,,,,,,IL,Dealer,Pilot,0,False,Midwest,,,,3.5,6.0,,False
2023,Honda,HR-V Sport,New,28790.0,5.0,3543,Platinum White Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3CZRZ2H56PM701362,1000.0,4.0,5.0,4.0,5.0,5.0,5.0,IL,Dealer,HR-V,0,False,Midwest,,,,2.0,4.0,,True
2022,Honda,Accord Sport 1.5T,New,29175.0,4.8,1732,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F33NA098725,5.0,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer,Accord,1,False,Midwest,29.0,35.0,32.0,1.5,4.0,,True
2023,Honda,CR-V Hybrid Sport Touring,New,39845.0,4.8,1732,Meteorite Gray Metallic,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H92PH801159,138.0,5.0,3.0,4.0,4.0,5.0,5.0,IL,Dealer,CR-V,0,True,Midwest,,,,2.0,4.0,,True
2023,Honda,Odyssey Touring,New,45895.0,4.6,1874,Obsidian Blue Pearl,–,Front-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNRL6H87PB031463,8.0,5.0,5.0,4.0,4.0,4.0,5.0,IL,Dealer,Odyssey,0,False,Midwest,,,,3.5,6.0,,True
2023,Honda,Passport EX-L,New,42395.0,4.6,1874,Crystal Black Pearl,–,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNYF8H51PB003274,10.0,,,,,,,IL,Dealer,Passport,0,False,Midwest,,,,3.5,6.0,,False
2023,Honda,Odyssey Elite,New,50915.0,4.6,1874,Modern Steel Metallic,–,Front-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNRL6H95PB032376,8.0,5.0,5.0,4.0,4.0,4.0,5.0,IL,Dealer,Odyssey,0,False,Midwest,,,,3.5,6.0,,True
2022,Honda,Pilot Black Edition,New,53165.0,4.8,1978,Crystal,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H7XNB078624,4.0,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer,Pilot,1,False,Midwest,19.0,26.0,22.5,3.5,6.0,,True
2022,Honda,Pilot Special Edition,New,44205.0,5.0,3,Silver Metallic,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H26NB097143,,5.0,5.0,5.0,5.0,5.0,5.0,KY,Dealer,Pilot,1,False,South,19.0,26.0,22.5,3.5,6.0,,True
2023,Honda,HR-V Sport,New,29040.0,4.6,3,Platinum,Black,All-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3CZRZ2H55PM722882,,4.0,5.0,4.0,5.0,5.0,5.0,KY,Dealer,HR-V,0,False,South,,,,2.0,4.0,,True
2023,Honda,Pilot EX-L 8-Passenger,New,44050.0,3.3,710,Platinum White Pearl,Gray,Front-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI DOHC,5FNYG2H48PB001278,5.0,,,,,,,TN,Dealer,Pilot,0,False,South,,,,3.5,6.0,,False
2022,Honda,Pilot Sport,New,41770.0,4.7,344,Platinum White Pearl,–,All-wheel Drive,Gasoline,9-SPEED A/T,V6 Cylinder Engine,5FNYF6H31NB102676,5.0,5.0,5.0,5.0,5.0,5.0,5.0,TN,Dealer,Pilot,1,False,South,19.0,26.0,22.5,,6.0,,True
2023,Honda,HR-V LX,New,25045.0,4.6,31,Gray,–,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3CZRZ1H38PM725512,11.0,4.0,5.0,4.0,5.0,5.0,5.0,KY,Dealer,HR-V,0,False,South,,,,2.0,4.0,,True
2022,Honda,Pilot EX-L,New,41605.0,5.0,1944,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H5XNB038648,3.0,5.0,5.0,5.0,5.0,5.0,5.0,TN,Dealer,Pilot,1,False,South,20.0,27.0,23.5,3.5,6.0,,True
2022,Honda,Pilot Sport,New,41770.0,5.0,1944,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H32NB095303,2.0,5.0,5.0,5.0,5.0,5.0,5.0,TN,Dealer,Pilot,1,False,South,19.0,26.0,22.5,3.5,6.0,,True
2023,Honda,Passport Elite,New,46250.0,4.7,709,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H00PB006106,0.0,,,,,,,IN,Dealer,Passport,0,False,Midwest,,,,3.5,6.0,,False
2023,Honda,Ridgeline RTL-E,New,48005.0,5.0,1026,Radiant Red Metallic II,Black,All-wheel Drive,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FPYK3F76PB014586,10.0,5.0,4.8,4.8,4.2,5.0,5.0,IN,Dealer,Ridgeline,0,False,Midwest,18.0,24.0,21.0,3.5,6.0,,True
2022,Honda,Pilot TrailSport,New,48105.0,4.7,64,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H81NB096843,4.0,5.0,5.0,5.0,5.0,5.0,5.0,IN,Dealer,Pilot,1,False,Midwest,19.0,25.0,22.0,3.5,6.0,,True
2023,Honda,CR-V Hybrid Sport Touring,New,39845.0,5.0,5663,Black,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H9XPH800955,1.0,5.0,3.0,4.0,4.0,5.0,5.0,KY,Dealer,CR-V,0,True,South,,,,2.0,4.0,,True
2023,Honda,CR-V Hybrid Sport Touring,New,39845.0,5.0,5663,Meteorite,Gray,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,7FARS6H9XPE000515,,5.0,3.0,4.0,4.0,5.0,5.0,KY,Dealer,CR-V,0,True,South,,,,2.0,4.0,,True
2023,Honda,CR-V EX-L,New,35005.0,4.6,146,Lunar Silver Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARS3H75PE002511,256.0,5.0,5.0,5.0,4.0,4.0,5.0,TN,Dealer,CR-V,0,False,South,,,,1.5,4.0,,True
2022,Honda,Pilot Sport,New,41375.0,4.6,146,Lunar Silver Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H37NB072552,225.0,5.0,5.0,5.0,5.0,5.0,5.0,TN,Dealer,Pilot,1,False,South,19.0,26.0,22.5,3.5,6.0,,True
2022,Honda,Pilot TrailSport,New,46500.0,3.0,765,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H80NB102230,0.0,5.0,5.0,5.0,5.0,5.0,5.0,OH,Dealer,Pilot,1,False,Midwest,19.0,25.0,22.0,3.5,6.0,,True
2022,Honda,Pilot Black Edition,New,53560.0,2.8,1046,White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H74NB078098,6.0,5.0,5.0,5.0,5.0,5.0,5.0,OH,Dealer,Pilot,1,False,Midwest,19.0,26.0,22.5,3.5,6.0,,True
2022,Honda,Pilot TrailSport,New,46500.0,4.6,784,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H81NB102267,,5.0,5.0,5.0,5.0,5.0,5.0,OH,Dealer,Pilot,1,False,Midwest,19.0,25.0,22.0,3.5,6.0,,True
2022,Honda,Pilot Black Edition,New,50500.0,2.9,83,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H76NB062260,,5.0,5.0,5.0,5.0,5.0,5.0,OH,Dealer,Pilot,1,False,Midwest,19.0,26.0,22.5,3.5,6.0,,True
2022,Honda,Pilot Elite,New,51000.0,2.9,83,Gray,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H02NB092388,,5.0,5.0,5.0,5.0,5.0,5.0,OH,Dealer,Pilot,1,False,Midwest,19.0,26.0,22.5,3.5,6.0,,True
2023,Honda,CR-V Hybrid Sport,New,34296.0,4.7,1992,Platinum White Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS5H59PH702958,2.0,5.0,3.0,4.0,4.0,5.0,5.0,OH,Dealer,CR-V,0,True,Midwest,,,,2.0,4.0,,True
2023,Honda,CR-V EX,New,34860.0,4.8,1043,Platinum White Pearl,Gray,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RS4H40PL003533,7.0,5.0,5.0,5.0,4.0,4.0,5.0,OH,Dealer,CR-V,0,False,Midwest,,,,1.5,4.0,,True
2022,Honda,Pilot Elite,New,51665.0,4.8,1043,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H09NB079816,5303.0,5.0,5.0,5.0,5.0,5.0,5.0,OH,Dealer,Pilot,1,False,Midwest,19.0,26.0,22.5,3.5,6.0,,True
2023,Honda,Pilot TrailSport,New,51845.0,4.8,1043,Gray,Black,All-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG1H68PB000174,,,,,,,,OH,Dealer,Pilot,0,False,Midwest,,,,3.5,6.0,,False
2023,Honda,Pilot Touring,New,50350.0,4.8,1043,Radiant Red,Black,All-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG1H75PB005969,,,,,,,,OH,Dealer,Pilot,0,False,Midwest,,,,3.5,6.0,,False
2022,Honda,Pilot Sport,New,39995.0,5.0,306,Lunar Silver Metallic,Blk Lth,All-wheel Drive,Gasoline,9-Speed Automatic,V6 Cylinder Engine,5FNYF6H39NB080233,2.0,5.0,5.0,5.0,5.0,5.0,5.0,MI,Dealer,Pilot,1,False,Midwest,19.0,26.0,22.5,,6.0,,True
2022,Honda,Passport Elite,New,47620.0,4.9,306,Radiant Red Metallic II,Blk Perforated Lth-Trmmed,All-wheel Drive,Gasoline,9-Speed Automatic,V6 Cylinder Engine,5FNYF8H08NB022907,169.0,5.0,5.0,4.9,5.0,4.9,5.0,MI,Dealer,Passport,1,False,Midwest,19.0,24.0,21.5,,6.0,,True
2023,Honda,Pilot EX-L 7-Passenger,New,46150.0,4.8,1152,Platinum White Pearl,Gray,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI DOHC,5FNYG1H54PB005153,4.0,,,,,,,GA,Dealer,Pilot,0,False,South,,,,3.5,6.0,,False
2022,Honda,Pilot Touring 7-Passenger,New,48465.0,4.9,574,Lunar Silver,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H69NB089041,,5.0,5.0,5.0,5.0,5.0,5.0,MI,Dealer,Pilot,1,False,Midwest,19.0,26.0,22.5,3.5,6.0,,True
2022,Honda,Accord Sport 2.0T,New,35150.0,4.8,140,Platinum,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F32NA017168,4.0,5.0,5.0,5.0,5.0,5.0,5.0,NC,Dealer,Accord,1,False,South,22.0,32.0,27.0,2.0,4.0,,True
2023,Honda,CR-V Hybrid Sport Touring,New,40240.0,4.8,140,Still Night Pearl,Black,All-wheel Drive,Hybrid,Electronically Controlled Automatic,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H99PH800820,4.0,5.0,3.0,4.0,4.0,5.0,5.0,NC,Dealer,CR-V,0,True,South,,,,2.0,4.0,,True
2023,Honda,CR-V Hybrid Sport Touring,New,40240.0,4.4,0,Still Night Pearl,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H92PH800836,10.0,5.0,3.0,4.0,4.0,5.0,5.0,OH,Dealer,CR-V,0,True,Midwest,,,,2.0,4.0,,True
2022,Honda,Pilot EX-L,New,41605.0,5.0,810,–,–,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H59NB037457,,5.0,5.0,5.0,5.0,5.0,5.0,FL,Dealer,Pilot,1,False,South,20.0,27.0,23.5,3.5,6.0,,True
2023,Honda,Ridgeline Black Edition,New,47525.0,4.8,401,Black,Black / Red,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F82PB006901,4.0,5.0,4.8,4.8,4.2,5.0,5.0,PA,Dealer,Ridgeline,0,False,Northeast,,,,3.5,6.0,,True
2022,Honda,Accord Sport 1.5T,New,28988.0,4.7,1659,Platinum White Pearl,–,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F37NA099358,5.0,5.0,5.0,5.0,5.0,5.0,5.0,FL,Dealer,Accord,1,False,South,29.0,35.0,32.0,1.5,4.0,,True
2023,Honda,CR-V Hybrid Sport Touring,New,43095.0,4.4,20,Crystal Black Pearl,–,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H93PH800957,9.0,5.0,3.0,4.0,4.0,5.0,5.0,NC,Dealer,CR-V,0,True,South,,,,2.0,4.0,,True
2022,Honda,Accord Sport 1.5T,New,30470.0,5.0,43,Sonic Gray Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F38NA093102,6.0,5.0,5.0,5.0,5.0,5.0,5.0,VA,Dealer,Accord,1,False,South,29.0,35.0,32.0,1.5,4.0,,True
2023,Honda,Pilot Touring,New,49790.0,4.7,2444,Crystal Black Pearl,–,Front-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI DOHC,5FNYG2H77PB000942,5.0,,,,,,,FL,Dealer,Pilot,0,False,South,,,,3.5,6.0,,False
2022,Honda,Pilot TrailSport,New,46500.0,5.0,3,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H8XNB099983,3.0,5.0,5.0,5.0,5.0,5.0,5.0,NC,Dealer,Pilot,1,False,South,19.0,25.0,22.0,3.5,6.0,,True
2023,Honda,Odyssey Elite,New,50915.0,5.0,1103,Obsidian Blue Pearl,Gray,Front-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNRL6H90PB019146,1.0,5.0,5.0,4.0,4.0,4.0,5.0,VA,Dealer,Odyssey,0,False,South,,,,3.5,6.0,,True
2022,Honda,Accord Sport 1.5T,New,29375.0,5.0,1664,Sonic Gray Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F33NA108279,6.0,5.0,5.0,5.0,5.0,5.0,5.0,VA,Dealer,Accord,1,False,South,29.0,35.0,32.0,1.5,4.0,,True
2022,Honda,Pilot Touring 7-Passenger,New,48860.0,4.4,878,Platinum White Pearl,Beige,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H65NB095676,10.0,5.0,5.0,5.0,5.0,5.0,5.0,VA,Dealer,Pilot,1,False,South,19.0,26.0,22.5,3.5,6.0,,True
2023,Honda,Odyssey EX-L,New,41855.0,4.4,878,Obsidian Blue Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H69PB024674,10.0,5.0,5.0,4.0,4.0,4.0,5.0,VA,Dealer,Odyssey,0,False,South,,,,3.5,6.0,,True
2023,Honda,CR-V Hybrid Sport Touring,New,40240.0,4.9,1737,Still Night Pearl,Black,All-wheel Drive,Hybrid,Variable,Gas/Electric I-4 2.0 L/122,2HKRS6H92PH800819,14.0,5.0,3.0,4.0,4.0,5.0,5.0,NC,Dealer,CR-V,0,True,South,40.0,34.0,37.0,2.0,4.0,,True
2022,Honda,Pilot EX-L,New,43605.0,5.0,2068,Lunar,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H53NB089964,6.0,5.0,5.0,5.0,5.0,5.0,5.0,MD,Dealer,Pilot,1,False,Northeast,19.0,26.0,22.5,3.5,6.0,,True
2023,Honda,Ridgeline RTL-E,New,46420.0,5.0,2068,Gray,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F72PB010521,15.0,5.0,4.8,4.8,4.2,5.0,5.0,MD,Dealer,Ridgeline,0,False,Northeast,,,,3.5,6.0,,True
2022,Honda,Accord Hybrid Sport,New,32560.0,5.0,3087,Still Night Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F2XNA041652,,4.9,5.0,5.0,4.9,4.9,5.0,MD,Dealer,Accord,1,True,Northeast,44.0,41.0,42.5,2.0,4.0,,True
2017,Honda,Accord LX,Used,12499.0,4.5,188,White,Tan,Front-wheel Drive,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,1HGCR2F31HA214342,86667.0,4.8,4.8,4.8,4.8,4.8,4.9,FL,Dealer,Accord,6,False,South,27.0,36.0,31.5,2.4,4.0,0.14421867608201508,True
2022,Honda,CR-V LX,New,28045.0,4.7,3094,Crystal,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW1H29NE013800,10.0,4.9,4.8,4.7,4.8,4.7,4.9,FL,Dealer,CR-V,1,False,South,28.0,34.0,31.0,1.5,4.0,,True
2023,Honda,Ridgeline RTL,New,43470.0,4.4,124,Pacific Pewter Metallic,Black,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F55PB009698,4.0,5.0,4.8,4.8,4.2,5.0,5.0,PA,Dealer,Ridgeline,0,False,Northeast,,,,3.5,6.0,,True
2023,Honda,Odyssey Elite,New,51310.0,5.0,1571,Radiant Red Metallic II,Beige,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H9XPB032535,10.0,5.0,5.0,4.0,4.0,4.0,5.0,NJ,Dealer,Odyssey,0,False,Northeast,,,,3.5,6.0,,True
2023,Honda,CR-V EX-L,New,36505.0,4.8,733,Gold,Gray,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H71PH401970,5.0,5.0,5.0,5.0,4.0,4.0,5.0,NY,Dealer,CR-V,0,False,Northeast,,,,1.5,4.0,,True
2022,Honda,CR-V EX,New,32030.0,4.8,830,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW2H55NH618006,2.0,4.9,4.8,4.7,4.8,4.7,4.9,CT,Dealer,CR-V,1,False,Northeast,27.0,32.0,29.5,1.5,4.0,,True
2022,Honda,Accord Sport 1.5T,New,30470.0,5.0,949,Sonic Gray Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F30NA059557,5471.0,5.0,5.0,5.0,5.0,5.0,5.0,CT,Dealer,Accord,1,False,Northeast,29.0,35.0,32.0,1.5,4.0,,True
2023,Honda,CR-V Hybrid Sport Touring,New,39845.0,4.4,273,Gray,–,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H99PH801238,3.0,5.0,3.0,4.0,4.0,5.0,5.0,VT,Dealer,CR-V,0,True,Northeast,,,,2.0,4.0,,True
2023,Honda,CR-V Hybrid Sport Touring,New,40240.0,4.3,1925,Platinum White Pearl,Gray,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H96PH800791,8.0,5.0,3.0,4.0,4.0,5.0,5.0,CT,Dealer,CR-V,0,True,Northeast,,,,2.0,4.0,,True
2022,Honda,Passport TrailSport,New,41302.0,4.2,2065,White,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H61NB030769,6.0,5.0,5.0,4.9,5.0,4.9,5.0,MA,Dealer,Passport,1,False,Northeast,19.0,24.0,21.5,3.5,6.0,,True
2022,Honda,Pilot Sport,New,41375.0,5.0,951,Black,–,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H34NB087042,11.0,5.0,5.0,5.0,5.0,5.0,5.0,MA,Dealer,Pilot,1,False,Northeast,19.0,26.0,22.5,3.5,6.0,,True
2023,Honda,Pilot EX-L 8-Passenger,New,44941.0,4.6,1480,Crystal Black,Black,All-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG1H41PB003965,3.0,,,,,,,MA,Dealer,Pilot,0,False,Northeast,,,,3.5,6.0,,False
2023,Honda,Pilot Touring,New,50240.0,5.0,1161,Platinum White Pearl,Black,All-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG1H79PB002380,5.0,,,,,,,MA,Dealer,Pilot,0,False,Northeast,,,,3.5,6.0,,False
2023,Honda,Civic Si Base,New,29195.0,5.0,1161,Aegean Blue Metallic,–,Front-wheel Drive,Gasoline,Manual,1.5L I4 16V GDI DOHC Turbo,2HGFE1E56PH470711,6.0,,,,,,,CA,Dealer,Civic,0,False,West,,,,1.5,4.0,,False
2023,Honda,Ridgeline RTL-E,New,46025.0,4.8,9,Obsidian Blue Pearl,Gray,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F75PB008603,26.0,5.0,4.8,4.8,4.2,5.0,5.0,CA,Dealer,Ridgeline,0,False,West,,,,3.5,6.0,,True
